station,hour,departures,arrivals,net_flow
Harvard Stadium: N. Harvard St at Soldiers Field Rd,13,12.0,12.0,0.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,14,20.0,14.0,-6.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,15,25.0,20.0,-5.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,16,24.0,12.0,-12.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,17,28.0,21.0,-7.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,18,19.0,18.0,-1.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,19,21.0,8.0,-13.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,20,14.0,16.0,2.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,21,10.0,7.0,-3.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,22,4.0,7.0,3.0
Harvard Stadium: N. Harvard St at Soldiers Field Rd,23,2.0,1.0,-1.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,0,1.0,0.0,-1.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,6,1.0,0.0,-1.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,7,1.0,1.0,0.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,8,2.0,7.0,5.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,9,1.0,6.0,5.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,10,6.0,8.0,2.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,11,2.0,9.0,7.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,12,6.0,6.0,0.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,13,10.0,7.0,-3.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,14,10.0,4.0,-6.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,15,4.0,8.0,4.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,16,7.0,3.0,-4.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,17,9.0,1.0,-8.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,18,7.0,2.0,-5.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,19,2.0,3.0,1.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,20,7.0,1.0,-6.0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,21,1.0,3.0,2.0
Harvard University Gund Hall at Quincy St / Kirkland St,2,1.0,1.0,0.0
Harvard University Gund Hall at Quincy St / Kirkland St,7,1.0,1.0,0.0
Harvard University Gund Hall at Quincy St / Kirkland St,8,2.0,3.0,1.0
Harvard University Gund Hall at Quincy St / Kirkland St,9,7.0,3.0,-4.0
Harvard University Gund Hall at Quincy St / Kirkland St,10,2.0,5.0,3.0
Harvard University Gund Hall at Quincy St / Kirkland St,11,1.0,6.0,5.0
Harvard University Gund Hall at Quincy St / Kirkland St,12,5.0,9.0,4.0
Harvard University Gund Hall at Quincy St / Kirkland St,13,4.0,3.0,-1.0
Harvard University Gund Hall at Quincy St / Kirkland St,14,5.0,4.0,-1.0
Harvard University Gund Hall at Quincy St / Kirkland St,15,8.0,9.0,1.0
Harvard University Gund Hall at Quincy St / Kirkland St,16,3.0,8.0,5.0
Harvard University Gund Hall at Quincy St / Kirkland St,17,4.0,8.0,4.0
Harvard University Gund Hall at Quincy St / Kirkland St,18,12.0,7.0,-5.0
Harvard University Gund Hall at Quincy St / Kirkland St,19,10.0,6.0,-4.0
Harvard University Gund Hall at Quincy St / Kirkland St,20,15.0,4.0,-11.0
Harvard University Gund Hall at Quincy St / Kirkland St,21,2.0,5.0,3.0
Harvard University Gund Hall at Quincy St / Kirkland St,22,3.0,0.0,-3.0
Harvard University Gund Hall at Quincy St / Kirkland St,23,2.0,1.0,-1.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,0,3.0,2.0,-1.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,6,1.0,0.0,-1.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,7,4.0,0.0,-4.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,8,5.0,0.0,-5.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,9,6.0,3.0,-3.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,10,2.0,5.0,3.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,11,7.0,5.0,-2.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,12,13.0,8.0,-5.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,13,4.0,13.0,9.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,14,14.0,16.0,2.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,15,8.0,14.0,6.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,16,12.0,22.0,10.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,17,12.0,26.0,14.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,18,17.0,12.0,-5.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,19,14.0,12.0,-2.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,20,6.0,12.0,6.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,21,6.0,6.0,0.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,22,5.0,0.0,-5.0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,23,5.0,3.0,-2.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,0,2.0,0.0,-2.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,1,2.0,0.0,-2.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,3,2.0,1.0,-1.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,6,12.0,0.0,-12.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,7,8.0,1.0,-7.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,8,5.0,3.0,-2.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,9,16.0,3.0,-13.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,10,4.0,3.0,-1.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,11,4.0,5.0,1.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,12,2.0,6.0,4.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,13,2.0,3.0,1.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,14,7.0,7.0,0.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,15,5.0,9.0,4.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,16,13.0,9.0,-4.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,17,19.0,10.0,-9.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,18,14.0,6.0,-8.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,19,8.0,19.0,11.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,20,4.0,14.0,10.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,21,6.0,5.0,-1.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,22,4.0,7.0,3.0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,23,3.0,0.0,-3.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,0,9.0,19.0,10.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,1,3.0,11.0,8.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,2,1.0,4.0,3.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,3,1.0,2.0,1.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,4,2.0,0.0,-2.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,6,3.0,6.0,3.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,7,8.0,8.0,0.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,8,10.0,4.0,-6.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,9,9.0,21.0,12.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,10,24.0,25.0,1.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,11,40.0,32.0,-8.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,12,35.0,32.0,-3.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,13,36.0,48.0,12.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,14,39.0,32.0,-7.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,15,67.0,48.0,-19.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,16,57.0,57.0,0.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,17,41.0,42.0,1.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,18,42.0,34.0,-8.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,19,32.0,41.0,9.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,20,6.0,30.0,24.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,21,18.0,31.0,13.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,22,12.0,16.0,4.0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,23,14.0,7.0,-7.0
Herter Park,7,1.0,24.0,23.0
Herter Park,9,2.0,0.0,-2.0
Herter Park,10,1.0,8.0,7.0
Herter Park,11,4.0,2.0,-2.0
Herter Park,12,2.0,4.0,2.0
Herter Park,13,5.0,4.0,-1.0
Herter Park,14,11.0,3.0,-8.0
Herter Park,15,4.0,3.0,-1.0
Herter Park,16,3.0,7.0,4.0
Herter Park,17,7.0,6.0,-1.0
Herter Park,18,12.0,6.0,-6.0
Herter Park,19,8.0,3.0,-5.0
Herter Park,20,2.0,0.0,-2.0
High St at Cypress St,9,1.0,0.0,-1.0
High St at Cypress St,16,2.0,0.0,-2.0
High St at Cypress St,17,1.0,1.0,0.0
Honan Library,0,1.0,9.0,8.0
Honan Library,1,4.0,6.0,2.0
Honan Library,2,2.0,11.0,9.0
Honan Library,4,1.0,1.0,0.0
Honan Library,6,4.0,0.0,-4.0
Honan Library,7,12.0,0.0,-12.0
Honan Library,8,6.0,3.0,-3.0
Honan Library,9,29.0,5.0,-24.0
Honan Library,10,28.0,22.0,-6.0
Honan Library,11,37.0,9.0,-28.0
Honan Library,12,16.0,19.0,3.0
Honan Library,13,21.0,16.0,-5.0
Honan Library,14,16.0,18.0,2.0
Honan Library,15,18.0,20.0,2.0
Honan Library,16,25.0,23.0,-2.0
Honan Library,17,25.0,19.0,-6.0
Honan Library,18,24.0,32.0,8.0
Honan Library,19,16.0,35.0,19.0
Honan Library,20,9.0,55.0,46.0
Honan Library,21,12.0,40.0,28.0
Honan Library,22,9.0,23.0,14.0
Honan Library,23,3.0,28.0,25.0
Hood Park,15,1.0,0.0,-1.0
Hood Park,17,1.0,0.0,-1.0
Hormel Stadium,13,1.0,1.0,0.0
Hormel Stadium,16,1.0,0.0,-1.0
Huntington Ave at Colburn St,23,1.0,0.0,-1.0
Huntington Ave at Mass Art,5,1.0,0.0,-1.0
Huntington Ave at Mass Art,8,6.0,1.0,-5.0
Huntington Ave at Mass Art,9,1.0,1.0,0.0
Huntington Ave at Mass Art,15,1.0,2.0,1.0
Huntington Ave at Mass Art,16,2.0,2.0,0.0
Huntington Ave at Mass Art,17,2.0,6.0,4.0
Huntington Ave at Mass Art,18,1.0,1.0,0.0
Huron Ave At Vassal Lane,0,1.0,3.0,2.0
Huron Ave At Vassal Lane,6,2.0,1.0,-1.0
Huron Ave At Vassal Lane,7,2.0,3.0,1.0
Huron Ave At Vassal Lane,8,6.0,16.0,10.0
Huron Ave At Vassal Lane,9,6.0,7.0,1.0
Huron Ave At Vassal Lane,10,12.0,9.0,-3.0
Huron Ave At Vassal Lane,11,7.0,9.0,2.0
Huron Ave At Vassal Lane,12,4.0,15.0,11.0
Huron Ave At Vassal Lane,13,9.0,14.0,5.0
Huron Ave At Vassal Lane,14,8.0,10.0,2.0
Huron Ave At Vassal Lane,15,17.0,13.0,-4.0
Huron Ave At Vassal Lane,16,13.0,12.0,-1.0
Huron Ave At Vassal Lane,17,16.0,21.0,5.0
Huron Ave At Vassal Lane,18,27.0,9.0,-18.0
Huron Ave At Vassal Lane,19,6.0,10.0,4.0
Huron Ave At Vassal Lane,20,10.0,10.0,0.0
Huron Ave At Vassal Lane,21,8.0,10.0,2.0
Huron Ave At Vassal Lane,22,2.0,3.0,1.0
Huron Ave At Vassal Lane,23,3.0,0.0,-3.0
Hyde Park Ave at Walk Hill St,10,1.0,0.0,-1.0
Hyde Square - Barbara St at Centre St,7,2.0,0.0,-2.0
Hyde Square - Barbara St at Centre St,8,1.0,0.0,-1.0
Hyde Square - Centre St at Perkins St,8,1.0,0.0,-1.0
Hyde Square - Centre St at Perkins St,12,1.0,0.0,-1.0
Hyde Square - Centre St at Perkins St,13,1.0,1.0,0.0
Hyde Square - Centre St at Perkins St,16,1.0,1.0,0.0
Hyde Square - Centre St at Perkins St,18,1.0,1.0,0.0
Hyde Square - Centre St at Perkins St,20,2.0,0.0,-2.0
ID Building West,10,1.0,0.0,-1.0
ID Building West,13,1.0,0.0,-1.0
Inman Square at Springfield St.,9,1.0,2.0,1.0
Inman Square at Springfield St.,10,1.0,1.0,0.0
Inman Square at Springfield St.,11,2.0,1.0,-1.0
Inman Square at Springfield St.,12,4.0,6.0,2.0
Inman Square at Springfield St.,14,4.0,1.0,-3.0
Inman Square at Springfield St.,15,5.0,3.0,-2.0
Inman Square at Springfield St.,16,11.0,4.0,-7.0
Inman Square at Springfield St.,17,3.0,4.0,1.0
Inman Square at Springfield St.,18,3.0,2.0,-1.0
Inman Square at Springfield St.,19,2.0,3.0,1.0
Inman Square at Springfield St.,20,1.0,2.0,1.0
Inman Square at Springfield St.,21,2.0,1.0,-1.0
Inman Square at Springfield St.,22,3.0,3.0,0.0
Inman Square at Springfield St.,23,4.0,3.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,0,7.0,1.0,-6.0
Innovation Lab - 125 Western Ave at Batten Way,1,1.0,0.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,3,1.0,0.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,4,2.0,1.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,5,1.0,0.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,6,2.0,0.0,-2.0
Innovation Lab - 125 Western Ave at Batten Way,7,3.0,5.0,2.0
Innovation Lab - 125 Western Ave at Batten Way,8,11.0,7.0,-4.0
Innovation Lab - 125 Western Ave at Batten Way,9,17.0,7.0,-10.0
Innovation Lab - 125 Western Ave at Batten Way,10,16.0,15.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,11,19.0,9.0,-10.0
Innovation Lab - 125 Western Ave at Batten Way,12,14.0,13.0,-1.0
Innovation Lab - 125 Western Ave at Batten Way,13,23.0,3.0,-20.0
Innovation Lab - 125 Western Ave at Batten Way,14,13.0,6.0,-7.0
Innovation Lab - 125 Western Ave at Batten Way,15,16.0,11.0,-5.0
Innovation Lab - 125 Western Ave at Batten Way,16,23.0,18.0,-5.0
Innovation Lab - 125 Western Ave at Batten Way,17,31.0,10.0,-21.0
Innovation Lab - 125 Western Ave at Batten Way,18,23.0,6.0,-17.0
Innovation Lab - 125 Western Ave at Batten Way,19,18.0,19.0,1.0
Innovation Lab - 125 Western Ave at Batten Way,20,17.0,11.0,-6.0
Innovation Lab - 125 Western Ave at Batten Way,21,10.0,16.0,6.0
Innovation Lab - 125 Western Ave at Batten Way,22,13.0,6.0,-7.0
Innovation Lab - 125 Western Ave at Batten Way,23,6.0,4.0,-2.0
JFK Crossing at Harvard St. / Thorndike St.,2,1.0,0.0,-1.0
JFK Crossing at Harvard St. / Thorndike St.,3,1.0,0.0,-1.0
JFK Crossing at Harvard St. / Thorndike St.,6,1.0,0.0,-1.0
JFK Crossing at Harvard St. / Thorndike St.,8,1.0,1.0,0.0
JFK Crossing at Harvard St. / Thorndike St.,10,2.0,10.0,8.0
JFK Crossing at Harvard St. / Thorndike St.,11,1.0,11.0,10.0
JFK Crossing at Harvard St. / Thorndike St.,12,4.0,8.0,4.0
JFK Crossing at Harvard St. / Thorndike St.,13,5.0,5.0,0.0
JFK Crossing at Harvard St. / Thorndike St.,14,2.0,4.0,2.0
JFK Crossing at Harvard St. / Thorndike St.,15,7.0,20.0,13.0
JFK Crossing at Harvard St. / Thorndike St.,16,2.0,16.0,14.0
JFK Crossing at Harvard St. / Thorndike St.,17,4.0,7.0,3.0
JFK Crossing at Harvard St. / Thorndike St.,18,6.0,9.0,3.0
JFK Crossing at Harvard St. / Thorndike St.,20,2.0,6.0,4.0
JFK Crossing at Harvard St. / Thorndike St.,21,1.0,6.0,5.0
JFK Crossing at Harvard St. / Thorndike St.,22,2.0,2.0,0.0
JFK Crossing at Harvard St. / Thorndike St.,23,2.0,4.0,2.0
Jackson Square T Stop,7,1.0,0.0,-1.0
Jackson Square T Stop,9,1.0,0.0,-1.0
Jackson Square T Stop,14,2.0,1.0,-1.0
Jackson Square T Stop,15,1.0,0.0,-1.0
Jamaica St at South St,8,1.0,0.0,-1.0
Jamaica St at South St,12,2.0,0.0,-2.0
Jamaica St at South St,14,1.0,0.0,-1.0
Jamaica St at South St,18,1.0,0.0,-1.0
John Ahern Field at Kennedy-Longfellow School,6,2.0,0.0,-2.0
John Ahern Field at Kennedy-Longfellow School,7,4.0,0.0,-4.0
John Ahern Field at Kennedy-Longfellow School,8,2.0,0.0,-2.0
Kearins Playground,14,1.0,0.0,-1.0
Kendall Street,10,2.0,0.0,-2.0
Kendall Street,16,1.0,1.0,0.0
Kendall Street,17,2.0,0.0,-2.0
Kendall Street,18,1.0,1.0,0.0
Kendall Street,19,1.0,0.0,-1.0
Kendall Street,23,1.0,0.0,-1.0
Kendall T,3,1.0,0.0,-1.0
Kendall T,12,4.0,0.0,-4.0
Kendall T,13,1.0,3.0,2.0
Kendall T,14,4.0,0.0,-4.0
Kendall T,15,3.0,0.0,-3.0
Kendall T,16,1.0,0.0,-1.0
Kendall T,17,8.0,2.0,-6.0
Kendall T,18,3.0,5.0,2.0
Kendall T,19,2.0,1.0,-1.0
Kendall T,21,1.0,0.0,-1.0
Kendall T,22,3.0,0.0,-3.0
Kendall T,23,1.0,0.0,-1.0
Kenmore Square,0,3.0,0.0,-3.0
Kenmore Square,1,3.0,0.0,-3.0
Kenmore Square,2,4.0,2.0,-2.0
Kenmore Square,3,1.0,0.0,-1.0
Kenmore Square,6,1.0,13.0,12.0
Kenmore Square,8,1.0,3.0,2.0
Kenmore Square,9,1.0,2.0,1.0
Kenmore Square,10,2.0,0.0,-2.0
Kenmore Square,13,3.0,7.0,4.0
Kenmore Square,15,1.0,7.0,6.0
Kenmore Square,16,1.0,12.0,11.0
Kenmore Square,17,10.0,7.0,-3.0
Kenmore Square,18,5.0,8.0,3.0
Kenmore Square,19,3.0,7.0,4.0
Kenmore Square,20,7.0,0.0,-7.0
Kenmore Square,21,4.0,3.0,-1.0
Kenmore Square,22,4.0,2.0,-2.0
Kenmore Square,23,1.0,0.0,-1.0
Kenmore Square - 660 Beacon St,11,1.0,0.0,-1.0
Kenmore Square - 660 Beacon St,14,1.0,0.0,-1.0
Kenmore Square - 660 Beacon St,16,1.0,0.0,-1.0
Kenmore Square - 660 Beacon St,18,1.0,0.0,-1.0
Kennedy-Longfellow School 158 Spring St,3,1.0,0.0,-1.0
Kennedy-Longfellow School 158 Spring St,6,1.0,0.0,-1.0
Kennedy-Longfellow School 158 Spring St,7,1.0,0.0,-1.0
Kennedy-Longfellow School 158 Spring St,8,3.0,0.0,-3.0
Kennedy-Longfellow School 158 Spring St,10,4.0,1.0,-3.0
Kennedy-Longfellow School 158 Spring St,11,2.0,0.0,-2.0
Kennedy-Longfellow School 158 Spring St,12,2.0,0.0,-2.0
Kennedy-Longfellow School 158 Spring St,13,3.0,1.0,-2.0
Kennedy-Longfellow School 158 Spring St,14,1.0,1.0,0.0
Kennedy-Longfellow School 158 Spring St,15,6.0,2.0,-4.0
Kennedy-Longfellow School 158 Spring St,17,1.0,1.0,0.0
Kennedy-Longfellow School 158 Spring St,19,1.0,3.0,2.0
Kennedy-Longfellow School 158 Spring St,20,1.0,2.0,1.0
Knoll St at Centre St,7,1.0,0.0,-1.0
Knoll St at Centre St,9,1.0,0.0,-1.0
Lafayette Square at Mass Ave / Main St / Columbia St,0,1.0,6.0,5.0
Lafayette Square at Mass Ave / Main St / Columbia St,4,1.0,0.0,-1.0
Lafayette Square at Mass Ave / Main St / Columbia St,5,2.0,0.0,-2.0
Lafayette Square at Mass Ave / Main St / Columbia St,6,3.0,0.0,-3.0
Lafayette Square at Mass Ave / Main St / Columbia St,7,1.0,0.0,-1.0
Lafayette Square at Mass Ave / Main St / Columbia St,8,4.0,2.0,-2.0
Lafayette Square at Mass Ave / Main St / Columbia St,9,6.0,0.0,-6.0
Lafayette Square at Mass Ave / Main St / Columbia St,10,10.0,0.0,-10.0
Lafayette Square at Mass Ave / Main St / Columbia St,11,2.0,1.0,-1.0
Lafayette Square at Mass Ave / Main St / Columbia St,12,6.0,2.0,-4.0
Lafayette Square at Mass Ave / Main St / Columbia St,13,5.0,2.0,-3.0
Lafayette Square at Mass Ave / Main St / Columbia St,14,3.0,3.0,0.0
Lafayette Square at Mass Ave / Main St / Columbia St,15,3.0,3.0,0.0
Lafayette Square at Mass Ave / Main St / Columbia St,16,6.0,3.0,-3.0
Lafayette Square at Mass Ave / Main St / Columbia St,17,4.0,2.0,-2.0
Lafayette Square at Mass Ave / Main St / Columbia St,18,5.0,8.0,3.0
Lafayette Square at Mass Ave / Main St / Columbia St,19,3.0,5.0,2.0
Lafayette Square at Mass Ave / Main St / Columbia St,20,2.0,10.0,8.0
Lafayette Square at Mass Ave / Main St / Columbia St,21,2.0,4.0,2.0
Lafayette Square at Mass Ave / Main St / Columbia St,22,2.0,2.0,0.0
Lafayette Square at Mass Ave / Main St / Columbia St,23,1.0,2.0,1.0
Lake St. at Minuteman Bikeway,8,1.0,0.0,-1.0
Lake St. at Minuteman Bikeway,13,1.0,0.0,-1.0
Lake St. at Minuteman Bikeway,14,1.0,1.0,0.0
Lake St. at Minuteman Bikeway,16,4.0,3.0,-1.0
Lake St. at Minuteman Bikeway,18,3.0,0.0,-3.0
Lake St. at Minuteman Bikeway,19,1.0,1.0,0.0
Lake St. at Minuteman Bikeway,20,1.0,0.0,-1.0
Lake St. at Minuteman Bikeway,21,2.0,0.0,-2.0
Lake St. at Minuteman Bikeway,22,1.0,1.0,0.0
Landmark Center - Brookline Ave at Park Dr,0,2.0,1.0,-1.0
Landmark Center - Brookline Ave at Park Dr,6,1.0,0.0,-1.0
Landmark Center - Brookline Ave at Park Dr,8,1.0,4.0,3.0
Landmark Center - Brookline Ave at Park Dr,9,5.0,1.0,-4.0
Landmark Center - Brookline Ave at Park Dr,10,1.0,2.0,1.0
Landmark Center - Brookline Ave at Park Dr,11,1.0,3.0,2.0
Landmark Center - Brookline Ave at Park Dr,12,2.0,2.0,0.0
Landmark Center - Brookline Ave at Park Dr,13,3.0,7.0,4.0
Landmark Center - Brookline Ave at Park Dr,14,1.0,4.0,3.0
Landmark Center - Brookline Ave at Park Dr,15,5.0,4.0,-1.0
Landmark Center - Brookline Ave at Park Dr,16,1.0,8.0,7.0
Landmark Center - Brookline Ave at Park Dr,17,4.0,16.0,12.0
Landmark Center - Brookline Ave at Park Dr,18,16.0,14.0,-2.0
Landmark Center - Brookline Ave at Park Dr,19,8.0,12.0,4.0
Landmark Center - Brookline Ave at Park Dr,20,11.0,7.0,-4.0
Landmark Center - Brookline Ave at Park Dr,21,9.0,2.0,-7.0
Landmark Center - Brookline Ave at Park Dr,22,7.0,1.0,-6.0
Landmark Center - Brookline Ave at Park Dr,23,2.0,2.0,0.0
Langley Lot,9,1.0,1.0,0.0
Langley Lot,13,2.0,0.0,-2.0
Langley Lot,14,1.0,0.0,-1.0
Langley Lot,15,2.0,1.0,-1.0
Langley Lot,17,3.0,1.0,-2.0
Langley Lot,19,2.0,2.0,0.0
Langley Lot,20,2.0,0.0,-2.0
Langley Lot,21,2.0,1.0,-1.0
Langley Lot,23,1.0,1.0,0.0
Lansdowne T Stop,0,2.0,0.0,-2.0
Lansdowne T Stop,1,2.0,0.0,-2.0
Lansdowne T Stop,2,3.0,0.0,-3.0
Lansdowne T Stop,4,1.0,0.0,-1.0
Lansdowne T Stop,11,1.0,0.0,-1.0
Lansdowne T Stop,12,2.0,2.0,0.0
Lansdowne T Stop,14,1.0,3.0,2.0
Lansdowne T Stop,16,1.0,6.0,5.0
Lansdowne T Stop,17,7.0,8.0,1.0
Lansdowne T Stop,18,2.0,9.0,7.0
Lansdowne T Stop,19,1.0,2.0,1.0
Lansdowne T Stop,20,5.0,0.0,-5.0
Lansdowne T Stop,21,11.0,2.0,-9.0
Lansdowne T Stop,22,5.0,5.0,0.0
Lechmere Canal Park,16,1.0,0.0,-1.0
Lenox St at Kendall St,7,1.0,0.0,-1.0
Lenox St at Kendall St,17,1.0,0.0,-1.0
Lesley University,1,1.0,0.0,-1.0
Lesley University,6,1.0,4.0,3.0
Lesley University,9,1.0,3.0,2.0
Lesley University,10,1.0,2.0,1.0
Lesley University,11,5.0,34.0,29.0
Lesley University,12,4.0,28.0,24.0
Lesley University,13,4.0,4.0,0.0
Lesley University,15,5.0,4.0,-1.0
Lesley University,16,2.0,1.0,-1.0
Lesley University,17,4.0,8.0,4.0
Lesley University,18,4.0,6.0,2.0
Lesley University,19,1.0,4.0,3.0
Lesley University,22,1.0,0.0,-1.0
Lewis Wharf at Atlantic Ave,1,3.0,0.0,-3.0
Lewis Wharf at Atlantic Ave,11,2.0,0.0,-2.0
Lewis Wharf at Atlantic Ave,12,1.0,2.0,1.0
Lewis Wharf at Atlantic Ave,13,1.0,2.0,1.0
Lewis Wharf at Atlantic Ave,15,2.0,1.0,-1.0
Lewis Wharf at Atlantic Ave,16,3.0,0.0,-3.0
Lewis Wharf at Atlantic Ave,18,1.0,1.0,0.0
Lincoln St at Empire St,6,3.0,0.0,-3.0
Lincoln St at Empire St,7,9.0,0.0,-9.0
Lincoln St at Empire St,8,3.0,2.0,-1.0
Lincoln St at Empire St,9,5.0,0.0,-5.0
Lincoln St at Empire St,10,8.0,4.0,-4.0
Lincoln St at Empire St,11,8.0,12.0,4.0
Lincoln St at Empire St,12,3.0,6.0,3.0
Lincoln St at Empire St,13,7.0,8.0,1.0
Lincoln St at Empire St,14,6.0,5.0,-1.0
Lincoln St at Empire St,15,1.0,5.0,4.0
Lincoln St at Empire St,16,4.0,8.0,4.0
Lincoln St at Empire St,17,8.0,16.0,8.0
Lincoln St at Empire St,18,3.0,16.0,13.0
Lincoln St at Empire St,19,4.0,6.0,2.0
Lincoln St at Empire St,20,4.0,4.0,0.0
Lincoln St at Empire St,21,1.0,5.0,4.0
Lincoln St at Empire St,22,2.0,3.0,1.0
Linear Park - Mass. Ave. at Cameron Ave. ,0,1.0,0.0,-1.0
Linear Park - Mass. Ave. at Cameron Ave. ,6,1.0,0.0,-1.0
Linear Park - Mass. Ave. at Cameron Ave. ,7,6.0,0.0,-6.0
Linear Park - Mass. Ave. at Cameron Ave. ,8,39.0,2.0,-37.0
Linear Park - Mass. Ave. at Cameron Ave. ,9,6.0,1.0,-5.0
Linear Park - Mass. Ave. at Cameron Ave. ,10,11.0,3.0,-8.0
Linear Park - Mass. Ave. at Cameron Ave. ,11,19.0,5.0,-14.0
Linear Park - Mass. Ave. at Cameron Ave. ,12,32.0,4.0,-28.0
