station,hour,departures,arrivals,net_flow
Craigie & Summer at Conway Park (Temp. Winter Location),10,1.0,0.0,-1.0
Craigie St at Summer St,18,1.0,0.0,-1.0
Craigie St at Summer St,19,1.0,0.0,-1.0
Craigie at Summer St,16,1.0,0.0,-1.0
Craigie at Summer St,18,1.0,0.0,-1.0
Craigie at Summer St,19,1.0,0.0,-1.0
Cross St at Hanover St,0,2.0,0.0,-2.0
Cross St at Hanover St,1,2.0,0.0,-2.0
Cross St at Hanover St,2,2.0,0.0,-2.0
Cross St at Hanover St,5,2.0,0.0,-2.0
Cross St at Hanover St,13,2.0,2.0,0.0
Cross St at Hanover St,15,4.0,0.0,-4.0
Cross St at Hanover St,16,4.0,4.0,0.0
Cross St at Hanover St,17,4.0,2.0,-2.0
Cross St at Hanover St,18,5.0,2.0,-3.0
Cross St at Hanover St,19,1.0,0.0,-1.0
Cross St at Hanover St,22,1.0,0.0,-1.0
Curtis Hall - South St at Centre St,13,1.0,0.0,-1.0
Cypress St at Clark Playground,11,1.0,0.0,-1.0
Cypress St at Clark Playground,14,2.0,2.0,0.0
Cypress St at Clark Playground,15,1.0,0.0,-1.0
Damrell St at Old Colony,5,2.0,0.0,-2.0
Damrell St at Old Colony,17,1.0,0.0,-1.0
Dana Park,0,3.0,1.0,-2.0
Dana Park,1,2.0,0.0,-2.0
Dana Park,4,1.0,0.0,-1.0
Dana Park,6,1.0,0.0,-1.0
Dana Park,7,1.0,0.0,-1.0
Dana Park,9,4.0,1.0,-3.0
Dana Park,10,3.0,1.0,-2.0
Dana Park,11,6.0,3.0,-3.0
Dana Park,12,3.0,3.0,0.0
Dana Park,13,4.0,3.0,-1.0
Dana Park,14,2.0,4.0,2.0
Dana Park,15,2.0,7.0,5.0
Dana Park,16,5.0,14.0,9.0
Dana Park,17,6.0,5.0,-1.0
Dana Park,18,4.0,9.0,5.0
Dana Park,19,1.0,5.0,4.0
Dana Park,20,2.0,7.0,5.0
Dana Park,21,5.0,2.0,-3.0
Dana Park,22,2.0,4.0,2.0
Dana Park,23,3.0,2.0,-1.0
Danehy Park,0,1.0,3.0,2.0
Danehy Park,5,2.0,0.0,-2.0
Danehy Park,8,3.0,1.0,-2.0
Danehy Park,9,4.0,2.0,-2.0
Danehy Park,10,4.0,2.0,-2.0
Danehy Park,11,2.0,2.0,0.0
Danehy Park,12,9.0,1.0,-8.0
Danehy Park,13,6.0,2.0,-4.0
Danehy Park,14,7.0,5.0,-2.0
Danehy Park,15,8.0,2.0,-6.0
Danehy Park,16,7.0,6.0,-1.0
Danehy Park,17,9.0,3.0,-6.0
Danehy Park,18,9.0,5.0,-4.0
Danehy Park,19,3.0,7.0,4.0
Danehy Park,20,3.0,5.0,2.0
Danehy Park,22,1.0,1.0,0.0
Danehy Park,23,1.0,1.0,0.0
Danehy Park at New Street,0,3.0,1.0,-2.0
Danehy Park at New Street,8,3.0,7.0,4.0
Danehy Park at New Street,9,4.0,6.0,2.0
Danehy Park at New Street,10,6.0,5.0,-1.0
Danehy Park at New Street,11,4.0,11.0,7.0
Danehy Park at New Street,12,8.0,17.0,9.0
Danehy Park at New Street,13,22.0,19.0,-3.0
Danehy Park at New Street,14,15.0,15.0,0.0
Danehy Park at New Street,15,23.0,17.0,-6.0
Danehy Park at New Street,16,25.0,19.0,-6.0
Danehy Park at New Street,17,27.0,23.0,-4.0
Danehy Park at New Street,18,29.0,20.0,-9.0
Danehy Park at New Street,19,27.0,16.0,-11.0
Danehy Park at New Street,20,10.0,10.0,0.0
Danehy Park at New Street,21,4.0,16.0,12.0
Danehy Park at New Street,22,4.0,30.0,26.0
Danehy Park at New Street,23,4.0,4.0,0.0
Dartmouth St at Newbury St,0,1.0,0.0,-1.0
Dartmouth St at Newbury St,1,2.0,0.0,-2.0
Dartmouth St at Newbury St,3,1.0,0.0,-1.0
Dartmouth St at Newbury St,6,1.0,0.0,-1.0
Dartmouth St at Newbury St,8,1.0,0.0,-1.0
Dartmouth St at Newbury St,9,1.0,1.0,0.0
Dartmouth St at Newbury St,12,2.0,0.0,-2.0
Dartmouth St at Newbury St,13,2.0,1.0,-1.0
Dartmouth St at Newbury St,14,4.0,1.0,-3.0
Dartmouth St at Newbury St,15,4.0,4.0,0.0
Dartmouth St at Newbury St,16,3.0,4.0,1.0
Dartmouth St at Newbury St,17,1.0,6.0,5.0
Dartmouth St at Newbury St,18,3.0,0.0,-3.0
Dartmouth St at Newbury St,19,3.0,1.0,-2.0
Dartmouth St at Newbury St,20,6.0,0.0,-6.0
Dartmouth St at Newbury St,21,2.0,5.0,3.0
Dartmouth St at Newbury St,22,3.0,1.0,-2.0
Dartmouth St at Newbury St,23,1.0,0.0,-1.0
Davis Square,0,2.0,0.0,-2.0
Davis Square,1,1.0,3.0,2.0
Davis Square,2,1.0,0.0,-1.0
Davis Square,7,26.0,1.0,-25.0
Davis Square,8,38.0,0.0,-38.0
Davis Square,9,7.0,5.0,-2.0
Davis Square,10,8.0,1.0,-7.0
Davis Square,11,3.0,4.0,1.0
Davis Square,12,9.0,13.0,4.0
Davis Square,13,15.0,13.0,-2.0
Davis Square,14,10.0,9.0,-1.0
Davis Square,15,12.0,6.0,-6.0
Davis Square,16,6.0,18.0,12.0
Davis Square,17,10.0,35.0,25.0
Davis Square,18,17.0,13.0,-4.0
Davis Square,19,5.0,17.0,12.0
Davis Square,20,5.0,11.0,6.0
Davis Square,21,3.0,9.0,6.0
Davis Square,22,7.0,7.0,0.0
Davis Square,23,5.0,4.0,-1.0
Deerfield St at Commonwealth Ave,0,2.0,0.0,-2.0
Deerfield St at Commonwealth Ave,1,1.0,0.0,-1.0
Deerfield St at Commonwealth Ave,2,3.0,0.0,-3.0
Deerfield St at Commonwealth Ave,4,1.0,0.0,-1.0
Deerfield St at Commonwealth Ave,8,1.0,3.0,2.0
Deerfield St at Commonwealth Ave,9,3.0,6.0,3.0
Deerfield St at Commonwealth Ave,10,3.0,1.0,-2.0
Deerfield St at Commonwealth Ave,11,3.0,6.0,3.0
Deerfield St at Commonwealth Ave,12,2.0,0.0,-2.0
Deerfield St at Commonwealth Ave,13,3.0,5.0,2.0
Deerfield St at Commonwealth Ave,14,7.0,2.0,-5.0
Deerfield St at Commonwealth Ave,15,3.0,3.0,0.0
Deerfield St at Commonwealth Ave,16,14.0,2.0,-12.0
Deerfield St at Commonwealth Ave,17,20.0,4.0,-16.0
Deerfield St at Commonwealth Ave,18,10.0,2.0,-8.0
Deerfield St at Commonwealth Ave,21,9.0,3.0,-6.0
Deerfield St at Commonwealth Ave,22,6.0,1.0,-5.0
Deerfield St at Commonwealth Ave,23,5.0,1.0,-4.0
Discovery Park - 30 Acorn Park Drive,7,2.0,3.0,1.0
Discovery Park - 30 Acorn Park Drive,8,1.0,3.0,2.0
Discovery Park - 30 Acorn Park Drive,10,1.0,1.0,0.0
Discovery Park - 30 Acorn Park Drive,11,4.0,2.0,-2.0
Discovery Park - 30 Acorn Park Drive,12,4.0,4.0,0.0
Discovery Park - 30 Acorn Park Drive,13,1.0,5.0,4.0
Discovery Park - 30 Acorn Park Drive,14,3.0,1.0,-2.0
Discovery Park - 30 Acorn Park Drive,15,4.0,3.0,-1.0
Discovery Park - 30 Acorn Park Drive,16,9.0,8.0,-1.0
Discovery Park - 30 Acorn Park Drive,17,3.0,5.0,2.0
Discovery Park - 30 Acorn Park Drive,18,4.0,3.0,-1.0
Discovery Park - 30 Acorn Park Drive,19,1.0,4.0,3.0
Discovery Park - 30 Acorn Park Drive,20,2.0,1.0,-1.0
Discovery Park - 30 Acorn Park Drive,21,1.0,2.0,1.0
Dorchester Ave at Gillette Park,15,1.0,0.0,-1.0
E Cottage St at Columbia Rd,7,1.0,0.0,-1.0
E Cottage St at Columbia Rd,18,1.0,0.0,-1.0
EF - North Point Park,6,1.0,0.0,-1.0
EF - North Point Park,11,2.0,1.0,-1.0
EF - North Point Park,12,1.0,2.0,1.0
EF - North Point Park,13,1.0,0.0,-1.0
EF - North Point Park,16,1.0,2.0,1.0
EF - North Point Park,17,6.0,1.0,-5.0
EF - North Point Park,18,2.0,0.0,-2.0
EF - North Point Park,19,1.0,3.0,2.0
East Somerville Library (Broadway and Illinois),7,1.0,0.0,-1.0
East Somerville Library (Broadway and Illinois),8,1.0,0.0,-1.0
East Somerville Library (Broadway and Illinois),10,1.0,0.0,-1.0
East Somerville Library (Broadway and Illinois),11,2.0,0.0,-2.0
East Somerville Library (Broadway and Illinois),13,2.0,0.0,-2.0
East Somerville Library (Broadway and Illinois),16,2.0,0.0,-2.0
Edgerly Education Center,5,10.0,1.0,-9.0
Edgerly Education Center,6,5.0,0.0,-5.0
Edgerly Education Center,8,11.0,0.0,-11.0
Edgerly Education Center,10,1.0,0.0,-1.0
Edgerly Education Center,11,5.0,0.0,-5.0
Edgerly Education Center,12,24.0,0.0,-24.0
Edgerly Education Center,13,8.0,0.0,-8.0
Edgerly Education Center,14,7.0,1.0,-6.0
Edgerly Education Center,15,1.0,2.0,1.0
Edgerly Education Center,16,2.0,1.0,-1.0
Edgerly Education Center,18,2.0,2.0,0.0
Edgerly Education Center,19,4.0,1.0,-3.0
Edgerly Education Center,20,1.0,7.0,6.0
Edwards Playground - Main St at Eden St,17,1.0,0.0,-1.0
Elevate at One Leighton,9,2.0,0.0,-2.0
Elevate at One Leighton,16,1.0,0.0,-1.0
Elevate at One Leighton,17,1.0,0.0,-1.0
Elevate at One Leighton,20,1.0,0.0,-1.0
Elevate at One Leighton,21,2.0,0.0,-2.0
Elm St at White St,6,1.0,0.0,-1.0
Elm St at White St,7,6.0,0.0,-6.0
Elm St at White St,9,1.0,0.0,-1.0
Elm St at White St,12,2.0,3.0,1.0
Elm St at White St,13,3.0,1.0,-2.0
Elm St at White St,14,3.0,1.0,-2.0
Elm St at White St,15,1.0,2.0,1.0
Elm St at White St,16,2.0,3.0,1.0
Elm St at White St,17,2.0,5.0,3.0
Elm St at White St,19,1.0,4.0,3.0
Elm St at White St,21,2.0,3.0,1.0
Elm St at White St,22,1.0,3.0,2.0
Everett Square (Broadway at Chelsea St),10,1.0,0.0,-1.0
Everett Square (Broadway at Chelsea St),11,1.0,0.0,-1.0
Everett Square (Broadway at Norwood St),9,1.0,0.0,-1.0
Everett Square (Broadway at Norwood St),13,1.0,0.0,-1.0
Everett Square (Broadway at Norwood St),14,1.0,0.0,-1.0
Fan Pier,1,1.0,0.0,-1.0
Fan Pier,14,1.0,0.0,-1.0
Fan Pier,21,1.0,0.0,-1.0
Faneuil St at Arlington St,0,2.0,6.0,4.0
Faneuil St at Arlington St,1,2.0,7.0,5.0
Faneuil St at Arlington St,5,2.0,0.0,-2.0
Faneuil St at Arlington St,7,1.0,0.0,-1.0
Faneuil St at Arlington St,8,5.0,1.0,-4.0
Faneuil St at Arlington St,11,3.0,0.0,-3.0
Faneuil St at Arlington St,12,2.0,1.0,-1.0
Faneuil St at Arlington St,13,3.0,3.0,0.0
Faneuil St at Arlington St,15,4.0,4.0,0.0
Faneuil St at Arlington St,16,6.0,7.0,1.0
Faneuil St at Arlington St,17,6.0,3.0,-3.0
Faneuil St at Arlington St,18,3.0,7.0,4.0
Faneuil St at Arlington St,19,6.0,7.0,1.0
Faneuil St at Arlington St,20,4.0,6.0,2.0
Faneuil St at Arlington St,21,13.0,7.0,-6.0
Faneuil St at Arlington St,22,14.0,8.0,-6.0
Faneuil St at Arlington St,23,1.0,4.0,3.0
Faneuil St at Bothwell Rd,11,1.0,0.0,-1.0
Faneuil St at Bothwell Rd,12,2.0,1.0,-1.0
Faneuil St at Bothwell Rd,15,1.0,0.0,-1.0
Faneuil St at Bothwell Rd,17,1.0,1.0,0.0
Foley St at Grand Union Blvd,5,1.0,0.0,-1.0
Foley St at Grand Union Blvd,14,1.0,0.0,-1.0
Foley St at Grand Union Blvd,18,1.0,1.0,0.0
Foley St at Grand Union Blvd,19,2.0,0.0,-2.0
Foley St at Grand Union Blvd,20,1.0,0.0,-1.0
Foley St at Grand Union Blvd,21,2.0,0.0,-2.0
Forest Hills,1,3.0,0.0,-3.0
Forest Hills,2,4.0,0.0,-4.0
Forest Hills,8,4.0,0.0,-4.0
Forest Hills,13,1.0,0.0,-1.0
Forest Hills,16,1.0,5.0,4.0
Forest Hills,18,1.0,2.0,1.0
Forest Hills,21,1.0,2.0,1.0
Forsyth St at Huntington Ave,5,1.0,0.0,-1.0
Forsyth St at Huntington Ave,7,2.0,0.0,-2.0
Forsyth St at Huntington Ave,8,16.0,0.0,-16.0
Forsyth St at Huntington Ave,10,1.0,2.0,1.0
Forsyth St at Huntington Ave,13,3.0,0.0,-3.0
Forsyth St at Huntington Ave,14,1.0,6.0,5.0
Forsyth St at Huntington Ave,15,1.0,2.0,1.0
Forsyth St at Huntington Ave,19,1.0,1.0,0.0
Forsyth St at Huntington Ave,22,1.0,0.0,-1.0
Foss Park,17,1.0,1.0,0.0
Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,18,1.0,0.0,-1.0
Franklin St at Cambridge St,17,1.0,0.0,-1.0
Franklin St at Cambridge St,18,2.0,0.0,-2.0
Fresh Pond Reservation,0,1.0,5.0,4.0
Fresh Pond Reservation,2,1.0,0.0,-1.0
Fresh Pond Reservation,6,3.0,4.0,1.0
Fresh Pond Reservation,7,13.0,5.0,-8.0
Fresh Pond Reservation,8,33.0,13.0,-20.0
Fresh Pond Reservation,9,22.0,11.0,-11.0
Fresh Pond Reservation,10,19.0,17.0,-2.0
Fresh Pond Reservation,11,40.0,28.0,-12.0
Fresh Pond Reservation,12,69.0,25.0,-44.0
Fresh Pond Reservation,13,35.0,42.0,7.0
Fresh Pond Reservation,14,30.0,53.0,23.0
Fresh Pond Reservation,15,49.0,40.0,-9.0
Fresh Pond Reservation,16,58.0,47.0,-11.0
Fresh Pond Reservation,17,67.0,53.0,-14.0
Fresh Pond Reservation,18,48.0,41.0,-7.0
Fresh Pond Reservation,19,39.0,26.0,-13.0
Fresh Pond Reservation,20,18.0,17.0,-1.0
Fresh Pond Reservation,21,22.0,18.0,-4.0
Fresh Pond Reservation,22,9.0,18.0,9.0
Fresh Pond Reservation,23,6.0,14.0,8.0
Galen St at Watertown St,4,2.0,0.0,-2.0
Galen St at Watertown St,8,1.0,4.0,3.0
Galen St at Watertown St,9,1.0,2.0,1.0
Galen St at Watertown St,10,5.0,0.0,-5.0
Galen St at Watertown St,11,4.0,2.0,-2.0
Galen St at Watertown St,12,1.0,2.0,1.0
Galen St at Watertown St,13,2.0,4.0,2.0
Galen St at Watertown St,14,8.0,4.0,-4.0
Galen St at Watertown St,15,2.0,2.0,0.0
Galen St at Watertown St,16,5.0,4.0,-1.0
Galen St at Watertown St,17,8.0,0.0,-8.0
Galen St at Watertown St,18,9.0,1.0,-8.0
Galen St at Watertown St,19,5.0,3.0,-2.0
Galileo Galilei Way at Fulkerson St/Binney St,11,1.0,1.0,0.0
Galileo Galilei Way at Fulkerson St/Binney St,14,2.0,1.0,-1.0
Galileo Galilei Way at Fulkerson St/Binney St,15,1.0,0.0,-1.0
Galileo Galilei Way at Fulkerson St/Binney St,16,2.0,2.0,0.0
Galileo Galilei Way at Fulkerson St/Binney St,17,2.0,0.0,-2.0
Galileo Galilei Way at Main Street,9,1.0,0.0,-1.0
Galileo Galilei Way at Main Street,10,1.0,0.0,-1.0
Galileo Galilei Way at Main Street,13,3.0,3.0,0.0
Galileo Galilei Way at Main Street,14,4.0,0.0,-4.0
Galileo Galilei Way at Main Street,15,4.0,1.0,-3.0
Galileo Galilei Way at Main Street,16,2.0,0.0,-2.0
Galileo Galilei Way at Main Street,17,2.0,1.0,-1.0
Galileo Galilei Way at Main Street,18,2.0,0.0,-2.0
Gardner St at Harvard Ave,6,2.0,0.0,-2.0
Gardner St at Harvard Ave,12,1.0,0.0,-1.0
Gardner St at Harvard Ave,17,1.0,0.0,-1.0
Gardner St at Harvard Ave,20,1.0,0.0,-1.0
Gilman Square T at Medford St,8,3.0,0.0,-3.0
Gilman Square T at Medford St,9,1.0,0.0,-1.0
Gilman Square T at Medford St,13,1.0,1.0,0.0
Gilman Square T at Medford St,19,2.0,0.0,-2.0
Glendale Square (Ferry St at Broadway),10,1.0,0.0,-1.0
Gore Street at Lambert Street,6,1.0,0.0,-1.0
Gore Street at Lambert Street,7,6.0,1.0,-5.0
Gore Street at Lambert Street,8,1.0,0.0,-1.0
Gore Street at Lambert Street,9,1.0,0.0,-1.0
Gore Street at Lambert Street,10,1.0,2.0,1.0
Gore Street at Lambert Street,12,1.0,0.0,-1.0
Gore Street at Lambert Street,14,2.0,3.0,1.0
Gore Street at Lambert Street,16,1.0,2.0,1.0
Gore Street at Lambert Street,17,2.0,1.0,-1.0
Gore Street at Lambert Street,18,1.0,3.0,2.0
Government Center - Cambridge St at Court St,1,2.0,1.0,-1.0
Government Center - Cambridge St at Court St,7,1.0,5.0,4.0
Government Center - Cambridge St at Court St,11,2.0,2.0,0.0
Government Center - Cambridge St at Court St,13,2.0,2.0,0.0
Government Center - Cambridge St at Court St,16,1.0,2.0,1.0
Government Center - Cambridge St at Court St,17,3.0,0.0,-3.0
Government Center - Cambridge St at Court St,18,2.0,0.0,-2.0
Government Center - Cambridge St at Court St,19,1.0,0.0,-1.0
Government Center - Cambridge St at Court St,20,1.0,1.0,0.0
Government Center - Cambridge St at Court St,23,2.0,0.0,-2.0
Graham and Parks School – Linnaean St at Walker St,0,3.0,1.0,-2.0
Graham and Parks School – Linnaean St at Walker St,6,6.0,0.0,-6.0
Graham and Parks School – Linnaean St at Walker St,7,1.0,1.0,0.0
Graham and Parks School – Linnaean St at Walker St,8,17.0,0.0,-17.0
Graham and Parks School – Linnaean St at Walker St,9,85.0,1.0,-84.0
Graham and Parks School – Linnaean St at Walker St,10,7.0,2.0,-5.0
Graham and Parks School – Linnaean St at Walker St,11,2.0,5.0,3.0
Graham and Parks School – Linnaean St at Walker St,12,4.0,5.0,1.0
Graham and Parks School – Linnaean St at Walker St,13,10.0,6.0,-4.0
Graham and Parks School – Linnaean St at Walker St,14,10.0,3.0,-7.0
Graham and Parks School – Linnaean St at Walker St,15,7.0,6.0,-1.0
Graham and Parks School – Linnaean St at Walker St,16,9.0,4.0,-5.0
Graham and Parks School – Linnaean St at Walker St,17,3.0,11.0,8.0
Graham and Parks School – Linnaean St at Walker St,18,6.0,2.0,-4.0
Graham and Parks School – Linnaean St at Walker St,19,3.0,7.0,4.0
Graham and Parks School – Linnaean St at Walker St,20,3.0,89.0,86.0
Graham and Parks School – Linnaean St at Walker St,21,3.0,11.0,8.0
Graham and Parks School – Linnaean St at Walker St,22,2.0,5.0,3.0
Gramsdorf Playground,9,1.0,0.0,-1.0
Gramsdorf Playground,10,1.0,0.0,-1.0
Grand Union Blvd at Revolution Dr,16,1.0,0.0,-1.0
Green Street T Stop - Green St at Amory St,9,1.0,0.0,-1.0
Green Street T Stop - Green St at Amory St,10,1.0,0.0,-1.0
Green Street T Stop - Green St at Amory St,11,1.0,0.0,-1.0
Green Street T Stop - Green St at Amory St,14,1.0,0.0,-1.0
Grove St at Community Path,0,1.0,0.0,-1.0
Grove St at Community Path,3,1.0,0.0,-1.0
Grove St at Community Path,6,1.0,0.0,-1.0
Grove St at Community Path,7,6.0,0.0,-6.0
Grove St at Community Path,8,5.0,0.0,-5.0
Grove St at Community Path,9,5.0,1.0,-4.0
Grove St at Community Path,10,3.0,2.0,-1.0
Grove St at Community Path,11,1.0,1.0,0.0
Grove St at Community Path,12,3.0,3.0,0.0
Grove St at Community Path,13,4.0,3.0,-1.0
Grove St at Community Path,14,1.0,1.0,0.0
Grove St at Community Path,15,2.0,2.0,0.0
Grove St at Community Path,16,4.0,1.0,-3.0
Grove St at Community Path,17,5.0,6.0,1.0
Grove St at Community Path,18,7.0,0.0,-7.0
Grove St at Community Path,20,3.0,1.0,-2.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,9,2.0,2.0,0.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,10,2.0,8.0,6.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,11,1.0,1.0,0.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,12,1.0,3.0,2.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,13,1.0,2.0,1.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,15,8.0,2.0,-6.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,16,4.0,1.0,-3.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,17,2.0,0.0,-2.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,18,3.0,2.0,-1.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,19,7.0,1.0,-6.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,20,2.0,1.0,-1.0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,22,1.0,0.0,-1.0
Hale Park,11,1.0,0.0,-1.0
Hancock St at Pleasant St,10,2.0,0.0,-2.0
Hancock St at Pleasant St,11,1.0,0.0,-1.0
Hancock St at Pleasant St,12,4.0,0.0,-4.0
Hancock St at Pleasant St,15,2.0,0.0,-2.0
Hancock St at Pleasant St,16,1.0,0.0,-1.0
Hancock St at Pleasant St,17,1.0,0.0,-1.0
Hancock St at Pleasant St,18,2.0,0.0,-2.0
Harbor St at Channel St,6,1.0,0.0,-1.0
Harrison Ave at Bennet St,6,4.0,0.0,-4.0
Harrison Ave at Bennet St,16,1.0,0.0,-1.0
Harrison Ave at Bennet St,17,2.0,1.0,-1.0
Harrison Ave at Bennet St,19,2.0,2.0,0.0
Harrison Ave at Bennet St,21,1.0,0.0,-1.0
Harrison Ave at E. Dedham St,5,1.0,0.0,-1.0
Harrison Ave at E. Dedham St,8,1.0,0.0,-1.0
Harrison Ave at Mullins Way,8,2.0,0.0,-2.0
Harrison Ave at Mullins Way,11,1.0,2.0,1.0
Harrison Ave at Mullins Way,17,1.0,0.0,-1.0
Harvard Ave at Brainerd Rd,1,2.0,3.0,1.0
Harvard Ave at Brainerd Rd,4,1.0,0.0,-1.0
Harvard Ave at Brainerd Rd,5,1.0,0.0,-1.0
Harvard Ave at Brainerd Rd,6,3.0,1.0,-2.0
Harvard Ave at Brainerd Rd,7,2.0,6.0,4.0
Harvard Ave at Brainerd Rd,8,2.0,4.0,2.0
Harvard Ave at Brainerd Rd,9,6.0,5.0,-1.0
Harvard Ave at Brainerd Rd,10,4.0,3.0,-1.0
Harvard Ave at Brainerd Rd,11,10.0,9.0,-1.0
Harvard Ave at Brainerd Rd,12,16.0,9.0,-7.0
Harvard Ave at Brainerd Rd,13,10.0,6.0,-4.0
Harvard Ave at Brainerd Rd,14,13.0,10.0,-3.0
Harvard Ave at Brainerd Rd,15,11.0,8.0,-3.0
Harvard Ave at Brainerd Rd,16,8.0,17.0,9.0
Harvard Ave at Brainerd Rd,17,14.0,16.0,2.0
Harvard Ave at Brainerd Rd,18,13.0,10.0,-3.0
Harvard Ave at Brainerd Rd,19,8.0,22.0,14.0
Harvard Ave at Brainerd Rd,20,4.0,13.0,9.0
Harvard Ave at Brainerd Rd,21,6.0,10.0,4.0
Harvard Ave at Brainerd Rd,22,9.0,10.0,1.0
Harvard Ave at Brainerd Rd,23,4.0,5.0,1.0
Harvard Kennedy School at Bennett St / Eliot St,0,9.0,6.0,-3.0
Harvard Kennedy School at Bennett St / Eliot St,1,6.0,3.0,-3.0
Harvard Kennedy School at Bennett St / Eliot St,2,2.0,3.0,1.0
Harvard Kennedy School at Bennett St / Eliot St,3,7.0,0.0,-7.0
Harvard Kennedy School at Bennett St / Eliot St,4,1.0,1.0,0.0
Harvard Kennedy School at Bennett St / Eliot St,6,2.0,1.0,-1.0
Harvard Kennedy School at Bennett St / Eliot St,7,4.0,7.0,3.0
Harvard Kennedy School at Bennett St / Eliot St,8,4.0,12.0,8.0
Harvard Kennedy School at Bennett St / Eliot St,9,9.0,18.0,9.0
Harvard Kennedy School at Bennett St / Eliot St,10,8.0,29.0,21.0
Harvard Kennedy School at Bennett St / Eliot St,11,26.0,46.0,20.0
Harvard Kennedy School at Bennett St / Eliot St,12,30.0,43.0,13.0
Harvard Kennedy School at Bennett St / Eliot St,13,33.0,35.0,2.0
Harvard Kennedy School at Bennett St / Eliot St,14,49.0,23.0,-26.0
Harvard Kennedy School at Bennett St / Eliot St,15,60.0,42.0,-18.0
Harvard Kennedy School at Bennett St / Eliot St,16,43.0,36.0,-7.0
Harvard Kennedy School at Bennett St / Eliot St,17,36.0,42.0,6.0
Harvard Kennedy School at Bennett St / Eliot St,18,43.0,39.0,-4.0
Harvard Kennedy School at Bennett St / Eliot St,19,35.0,19.0,-16.0
Harvard Kennedy School at Bennett St / Eliot St,20,17.0,19.0,2.0
Harvard Kennedy School at Bennett St / Eliot St,21,25.0,15.0,-10.0
Harvard Kennedy School at Bennett St / Eliot St,22,20.0,15.0,-5.0
Harvard Kennedy School at Bennett St / Eliot St,23,14.0,11.0,-3.0
Harvard Law School at Mass Ave / Jarvis St,0,1.0,1.0,0.0
Harvard Law School at Mass Ave / Jarvis St,1,1.0,0.0,-1.0
Harvard Law School at Mass Ave / Jarvis St,4,2.0,0.0,-2.0
Harvard Law School at Mass Ave / Jarvis St,6,5.0,0.0,-5.0
Harvard Law School at Mass Ave / Jarvis St,7,7.0,0.0,-7.0
Harvard Law School at Mass Ave / Jarvis St,8,3.0,3.0,0.0
Harvard Law School at Mass Ave / Jarvis St,9,1.0,5.0,4.0
Harvard Law School at Mass Ave / Jarvis St,10,4.0,17.0,13.0
Harvard Law School at Mass Ave / Jarvis St,11,1.0,12.0,11.0
Harvard Law School at Mass Ave / Jarvis St,12,3.0,21.0,18.0
Harvard Law School at Mass Ave / Jarvis St,13,10.0,9.0,-1.0
Harvard Law School at Mass Ave / Jarvis St,14,7.0,6.0,-1.0
Harvard Law School at Mass Ave / Jarvis St,15,8.0,8.0,0.0
Harvard Law School at Mass Ave / Jarvis St,16,13.0,6.0,-7.0
Harvard Law School at Mass Ave / Jarvis St,17,24.0,8.0,-16.0
Harvard Law School at Mass Ave / Jarvis St,18,18.0,7.0,-11.0
Harvard Law School at Mass Ave / Jarvis St,19,4.0,12.0,8.0
Harvard Law School at Mass Ave / Jarvis St,20,9.0,9.0,0.0
Harvard Law School at Mass Ave / Jarvis St,21,7.0,3.0,-4.0
Harvard Law School at Mass Ave / Jarvis St,22,4.0,1.0,-3.0
Harvard Law School at Mass Ave / Jarvis St,23,1.0,3.0,2.0
Harvard Square at Brattle St / Eliot St,0,9.0,0.0,-9.0
Harvard Square at Brattle St / Eliot St,1,5.0,2.0,-3.0
Harvard Square at Brattle St / Eliot St,2,4.0,1.0,-3.0
Harvard Square at Brattle St / Eliot St,3,5.0,0.0,-5.0
Harvard Square at Brattle St / Eliot St,5,3.0,0.0,-3.0
Harvard Square at Brattle St / Eliot St,6,2.0,6.0,4.0
Harvard Square at Brattle St / Eliot St,8,6.0,13.0,7.0
Harvard Square at Brattle St / Eliot St,9,7.0,10.0,3.0
Harvard Square at Brattle St / Eliot St,10,7.0,12.0,5.0
Harvard Square at Brattle St / Eliot St,11,11.0,20.0,9.0
Harvard Square at Brattle St / Eliot St,12,20.0,28.0,8.0
Harvard Square at Brattle St / Eliot St,13,33.0,21.0,-12.0
Harvard Square at Brattle St / Eliot St,14,31.0,22.0,-9.0
Harvard Square at Brattle St / Eliot St,15,42.0,24.0,-18.0
Harvard Square at Brattle St / Eliot St,16,33.0,36.0,3.0
Harvard Square at Brattle St / Eliot St,17,39.0,31.0,-8.0
